name,team,span,mat,inns,no,runs,hs,ave,100,50,0
MA Small,WI,1984-1984,2,1,1,3,3*,-,0,0,0
AC Smith,ENG,1962-1963,6,7,3,118,69*,29.50,0,1,0
AM Smith,ENG,1997-1997,1,2,1,4,4*,4.00,0,0,1
CA Smith,ENG,1889-1889,1,1,0,3,3,3.00,0,0,0
CIJ Smith,ENG,1935-1937,5,10,0,102,27,10.20,0,0,2
CJE Smith,SA,1902-1902,3,6,1,106,45,21.20,0,0,0
CL Smith,ENG,1983-1986,8,14,1,392,91,30.15,0,2,1
CW Smith,WI,1960-1962,5,10,1,222,55,24.66,0,1,0
D Smith,ENG,1935-1935,2,4,0,128,57,32.00,0,1,1
DBM Smith,AUS,1912-1912,2,3,1,30,24*,15.00,0,0,1
DM Smith,ENG,1986-1986,2,4,0,80,47,20.00,0,0,1
DR Smith,ENG,1961-1962,5,5,1,38,34,9.50,0,0,2
DR Smith,WI,2004-2006,10,14,1,320,105*,24.61,1,0,4
DS Smith,WI,2003-2018,43,76,2,1760,108,23.78,1,8,7
DV Smith,ENG,1957-1957,3,4,1,25,16*,8.33,0,0,1
EJ Smith,ENG,1911-1913,11,14,1,113,22,8.69,0,0,2
ET Smith,ENG,2003-2003,3,5,0,87,64,17.40,0,1,2
FB Smith,NZ,1947-1952,4,6,1,237,96,47.40,0,2,0
FW Smith,SA,1889-1896,3,6,1,45,12,9.00,0,0,1
GC Smith,ICC/SA,2002-2014,117,205,13,9265,277,48.25,27,38,11
H Smith,ENG,1928-1928,1,1,0,7,7,7.00,0,0,0
HD Smith,NZ,1933-1933,1,1,0,4,4,4.00,0,0,0
IDS Smith,NZ,1980-1992,63,88,17,1815,173,25.56,2,6,7
MJK Smith,ENG,1958-1972,50,78,6,2278,121,31.63,3,11,11
OG Smith,WI,1955-1959,26,42,0,1331,168,31.69,4,6,8
RA Smith,ENG,1988-1996,62,112,15,4236,175,43.67,9,28,8
SB Smith,AUS,1984-1984,3,5,0,41,12,8.20,0,0,0
SPD Smith,AUS,2010-2023,96,169,22,8792,239,59.80,30,37,9
TPB Smith,ENG,1946-1947,4,5,0,33,24,6.60,0,0,0
VI Smith,SA,1947-1957,9,16,6,39,11*,3.90,0,0,4
GA Smithson,ENG,1948-1948,2,3,0,70,35,23.33,0,0,1
CA Snedden,NZ,1947-1947,1,-,-,-,-,-,-,-,-
MC Snedden,NZ,1981-1990,25,30,8,327,33*,14.86,0,0,6
RP Snell,SA,1992-1994,5,8,1,95,48,13.57,0,0,1
SD Snooke,SA,1907-1907,1,1,0,0,0,0.00,0,0,1
SJ Snooke,SA,1906-1923,26,46,1,1008,103,22.40,1,5,1
JA Snow,ENG,1965-1976,49,71,14,772,73,13.54,0,2,17
GS Sobers,WI,1954-1974,93,160,21,8032,365*,57.78,26,30,12
IS Sodhi,NZ,2013-2023,19,27,4,524,65,22.78,0,4,4
Sohag Gazi,BAN,2012-2014,10,16,1,325,101*,21.66,1,0,3
Sohail Khan,PAK,2009-2016,9,12,2,252,65,25.20,0,1,0
Sohail Tanvir,PAK,2007-2007,2,3,0,17,13,5.66,0,0,1
SW Sohoni,IND,1946-1951,4,7,2,83,29*,16.60,0,0,0
Sohrawordi Shuvo,BAN,2011-2011,1,2,0,15,15,7.50,0,0,1
ED Solkar,IND,1969-1977,27,48,6,1068,102,25.42,1,6,1
JS Solomon,WI,1958-1965,27,46,7,1326,100*,34.00,1,9,7
WRT Solomon,SA,1899-1899,1,2,0,4,2,2.00,0,0,0
JL Solozano,WI,2021-2021,1,-,-,-,-,-,-,-,-
WER Somerville,NZ,2018-2021,6,10,2,115,40*,14.37,0,0,2
MM Sood,IND,1960-1960,1,2,0,3,3,1.50,0,0,1
Soumya Sarkar,BAN,2015-2021,16,30,0,831,149,27.70,1,4,2
TG Southee,NZ,2008-2023,94,134,11,1976,77*,16.06,0,6,17
J Southerton,ENG,1877-1877,2,3,1,7,6,3.50,0,0,1
JT Sparling,NZ,1958-1964,11,20,2,229,50,12.72,0,1,2
CM Spearman,NZ,1995-2000,19,37,2,922,112,26.34,1,3,3
FR Spofforth,AUS,1877-1887,18,29,6,217,50,9.43,0,1,6
RH Spooner,ENG,1905-1912,10,15,0,481,119,32.06,1,4,2
RT Spooner,ENG,1951-1955,7,14,1,354,92,27.23,0,3,3
S Sreesanth,IND,2006-2011,27,40,13,281,35,10.40,0,0,10
K Srikkanth,IND,1981-1992,43,72,3,2062,123,29.88,2,12,7
J Srinath,IND,1991-2002,67,92,21,1009,76,14.21,0,4,13
TE Srinivasan,IND,1981-1981,1,2,0,48,29,24.00,0,0,0
KR Stackpole,AUS,1966-1974,43,80,5,2807,207,37.42,7,14,5
RT Stanyforth,ENG,1927-1928,4,6,1,13,6*,2.60,0,0,1
SJ Staples,ENG,1928-1928,3,5,0,65,39,13.00,0,0,0
MA Starc,AUS,2011-2023,77,109,24,1852,99,21.78,0,10,12
JB Statham,ENG,1951-1965,70,87,28,675,38,11.44,0,0,13
SC Stayers,WI,1962-1962,4,4,1,58,35*,19.33,0,0,0
GR Stead,NZ,1999-1999,5,8,0,278,78,34.75,0,2,0
AG Steel,ENG,1880-1888,13,20,3,600,148,35.29,2,0,1
DS Steele,ENG,1975-1976,8,16,0,673,106,42.06,1,5,1
JP Stephenson,ENG,1989-1989,1,2,0,36,25,18.00,0,0,0
GB Stevens,AUS,1959-1960,4,7,0,112,28,16.00,0,0,0
GTS Stevens,ENG,1922-1930,10,17,0,263,69,15.47,0,1,2
GB Stevenson,ENG,1980-1981,2,2,1,28,27*,28.00,0,0,0
AJ Stewart,ENG,1990-2003,133,235,21,8463,190,39.54,15,45,14
MJ Stewart,ENG,1962-1964,8,12,1,385,87,35.00,0,2,1
RB Stewart,SA,1889-1889,1,2,0,13,9,6.50,0,0,0
DW Steyn,SA,2004-2019,93,119,27,1251,76,13.59,0,2,14
PJR Steyn,SA,1995-1995,3,6,0,127,46,21.16,0,0,0
EL St Hill,WI,1930-1930,2,4,0,18,12,4.50,0,0,1
WH St Hill,WI,1928-1930,3,6,0,117,38,19.50,0,0,0
DA Stirling,NZ,1984-1986,6,9,2,108,26,15.42,0,0,0
PR Stirling,IRE,2018-2023,4,8,0,208,103,26.00,1,0,1
AE Stoddart,ENG,1888-1898,16,30,2,996,173,35.57,2,3,3
BA Stokes,ENG,2013-2023,91,166,7,5712,258,35.92,12,28,14
JB Stollmeyer,WI,1939-1955,32,56,5,2159,160,42.33,4,12,2
VH Stollmeyer,WI,1939-1939,1,1,0,96,96,96.00,0,1,0
OP Stone,ENG,2019-2021,3,6,0,55,20,9.16,0,0,2
MD Stoneman,ENG,2017-2018,11,20,1,526,60,27.68,0,5,1
W Storer,ENG,1897-1899,6,11,0,215,51,19.54,0,1,0
BC Strang,ZIM,1995-2001,26,45,9,465,53,12.91,0,1,8
PA Strang,ZIM,1994-2001,24,41,10,839,106*,27.06,1,2,3
AJ Strauss,ENG,2004-2012,100,178,6,7037,177,40.91,21,27,15
HH Streak,ZIM,1993-2005,65,107,18,1990,127*,22.35,1,11,15
GB Street,ENG,1923-1923,1,2,1,11,7*,11.00,0,0,0
LA Stricker,SA,1910-1912,13,24,0,344,48,14.33,0,0,5
H Strudwick,ENG,1910-1926,28,42,13,230,24,7.93,0,0,5
PC Strydom,SA,2000-2000,2,3,0,35,30,11.66,0,0,0
CEL Stuart,WI,2000-2001,6,9,2,24,12*,3.42,0,0,2
CT Studd,ENG,1882-1883,5,9,1,160,48,20.00,0,0,2
GB Studd,ENG,1882-1883,4,7,0,31,9,4.42,0,0,1
GA Stuurman,SA,2022-2022,2,2,0,11,11,5.50,0,0,1
SB Styris,NZ,2002-2007,29,48,4,1586,170,36.04,5,6,5
ML Su'a,NZ,1992-1995,13,18,5,165,44,12.69,0,0,5
Subashis Roy,BAN,2017-2017,4,6,5,14,12*,14.00,0,0,1
R Subba Row,ENG,1958-1961,13,22,1,984,137,46.85,3,4,0
V Subramanya,IND,1965-1968,9,15,1,263,75,18.78,0,2,1
PM Such,ENG,1993-1999,11,16,5,67,14*,6.09,0,0,3
FH Sugg,ENG,1888-1888,2,2,0,55,31,27.50,0,0,0
GR Sunderam,IND,1955-1956,2,1,1,3,3*,-,0,0,0
Sunzamul Islam,BAN,2018-2018,1,1,0,24,24,24.00,0,0,0
Surendra Nath,IND,1958-1961,11,20,7,136,27,10.46,0,0,4
RF Surti,IND,1960-1969,26,48,4,1263,99,28.70,0,9,5
MJ Susskind,SA,1924-1924,5,8,0,268,65,33.50,0,4,0
B Sutcliffe,NZ,1947-1965,42,76,8,2727,230*,40.10,5,15,5
H Sutcliffe,ENG,1924-1935,54,84,9,4555,194,60.73,16,23,2
VN Swamy,IND,1955-1955,1,-,-,-,-,-,-,-,-
GP Swann,ENG,2008-2013,60,76,14,1370,85,22.09,0,5,5
MJ Swepson,AUS,2022-2022,4,5,1,28,15*,7.00,0,0,1
R Swetman,ENG,1959-1960,11,17,2,254,65,16.93,0,1,2
Khaled Ahmed,BAN,2018-2023,12,20,7,13,4*,1.00,0,0,11
Syed Rasel,BAN,2005-2007,6,12,4,37,19,4.62,0,0,2
PL Symcox,SA,1993-1998,20,27,1,741,108,28.50,1,4,1
A Symonds,AUS,2004-2008,26,41,5,1462,162*,40.61,2,10,4
HB Taber,AUS,1966-1970,16,27,5,353,48,16.04,0,0,3
HM Taberer,SA,1902-1902,1,1,0,2,2,2.00,0,0,0
Tabish Khan,PAK,2021-2021,1,-,-,-,-,-,-,-,-
Tahir Naqqash,PAK,1982-1985,15,19,5,300,57,21.42,0,1,1
T Taibu,ZIM,2001-2012,28,54,3,1546,153,30.31,1,12,5
Taijul Islam,BAN,2014-2023,41,69,9,537,39*,8.95,0,0,10
SW Tait,AUS,2005-2008,3,5,2,20,8,6.66,0,0,0
Talat Ali,PAK,1972-1979,10,18,2,370,61,23.12,0,2,2
Talha Jubair,BAN,2002-2004,7,14,6,52,31,6.50,0,0,6
D Tallon,AUS,1946-1953,21,26,3,394,92,17.13,0,2,3
NS Tamhane,IND,1955-1961,21,27,5,225,54*,10.22,0,1,8
Tamim Iqbal,BAN,2008-2023,70,134,2,5134,206,38.89,10,31,11
AB Tancred,SA,1889-1889,2,4,1,87,29,29.00,0,0,0
LJ Tancred,SA,1902-1913,14,26,1,530,97,21.20,0,2,5
VM Tancred,SA,1899-1899,1,2,0,25,18,12.50,0,0,0
Tanvir Ahmed,PAK,2010-2013,5,7,2,170,57,34.00,0,1,0
Tapash Baisya,BAN,2002-2005,21,40,6,384,66,11.29,0,2,9
GL Tapscott,SA,1913-1913,1,2,0,5,4,2.50,0,0,0
LE Tapscott,SA,1923-1923,2,3,1,58,50*,29.00,0,1,0
KK Tarapore,IND,1948-1948,1,1,0,2,2,2.00,0,0,0
Tareq Aziz,BAN,2004-2004,3,6,4,22,10*,11.00,0,0,2
Taskin Ahmed,BAN,2017-2022,12,21,3,219,75,12.16,0,1,2
Taslim Arif,PAK,1980-1980,6,10,2,501,210*,62.62,1,2,1
FW Tate,ENG,1902-1902,1,2,1,9,5*,9.00,0,0,0
MW Tate,ENG,1924-1935,39,52,5,1198,100*,25.48,1,5,5
R Tattersall,ENG,1951-1954,16,17,7,50,10*,5.00,0,0,1
Taufeeq Umar,PAK,2001-2014,44,83,5,2963,236,37.98,7,14,6
Tauseef Ahmed,PAK,1980-1993,34,38,20,318,35*,17.66,0,0,6
CJ Tavare,ENG,1980-1989,31,56,2,1755,149,32.50,2,12,5
HJ Tayfield,SA,1949-1960,37,60,9,862,75,16.90,0,2,5
AI Taylor,SA,1956-1956,1,2,0,18,12,9.00,0,0,0
BR Taylor,NZ,1965-1973,30,50,6,898,124,20.40,2,2,8
BRM Taylor,ZIM,2004-2021,34,68,4,2320,171,36.25,6,12,3
D Taylor,SA,1914-1914,2,4,0,85,36,21.25,0,0,0
DD Taylor,NZ,1947-1956,3,5,0,159,77,31.80,0,1,0
HW Taylor,SA,1912-1932,42,76,4,2936,176,40.77,7,17,2
JE Taylor,WI,2003-2016,46,73,7,856,106,12.96,1,1,12
JM Taylor,AUS,1920-1926,20,28,0,997,108,35.60,1,8,1
JO Taylor,WI,1958-1959,3,5,3,4,4*,2.00,0,0,2
JP Taylor,ENG,1993-1994,2,4,2,34,17*,17.00,0,0,1
K Taylor,ENG,1959-1964,3,5,0,57,24,11.40,0,0,0
LB Taylor,ENG,1985-1985,2,1,1,1,1*,-,0,0,0
LRPL Taylor,NZ,2007-2022,112,196,24,7683,290,44.66,19,35,14
MA Taylor,AUS,1989-1999,104,186,13,7525,334*,43.49,19,40,5
PL Taylor,AUS,1987-1991,13,19,3,431,87,26.93,0,2,1
RW Taylor,ENG,1971-1984,57,83,12,1156,97,16.28,0,3,10
JWA Taylor,ENG,2012-2016,7,13,1,312,76,26.00,0,2,1
HT Tector,IRE,2023-2023,3,6,0,285,85,47.50,0,3,0
SR Tendulkar,IND,1989-2013,200,329,33,15921,248*,53.78,51,68,14
Lord Tennyson,ENG,1913-1921,9,12,1,345,74*,31.36,0,4,1
DJ Terbrugge,SA,1998-2004,7,8,5,16,4*,5.33,0,0,2
VP Terry,ENG,1984-1984,2,3,0,16,8,5.33,0,0,0
SN Thakur,IND,2018-2022,8,14,1,254,67,19.53,0,3,2
WU Tharanga,SL,2005-2017,31,58,3,1754,165,31.89,3,8,6
M Theekshana,SL,2022-2022,2,3,0,59,38,19.66,0,0,0
NHCD Theunissen,SA,1889-1889,1,2,1,2,2*,2.00,0,0,1
HDRL Thirimanne,SL,2011-2022,44,85,6,2088,155*,26.43,3,10,11
DC Thomas,WI,2022-2022,1,2,0,31,19,15.50,0,0,0
G Thomas,AUS,1965-1966,8,12,1,325,61,29.54,0,3,0
JG Thomas,ENG,1986-1986,5,10,4,83,31*,13.83,0,0,3
GJ Thompson,ENG,1909-1910,6,10,1,273,63,30.33,0,2,0
PIC Thompson,WI,1996-1997,2,3,1,17,10*,8.50,0,0,0
SR Thompson,IRE,2018-2019,3,6,0,64,53,10.66,0,1,1
GR Thoms,AUS,1952-1952,1,2,0,44,28,22.00,0,0,0
AL Thomson,AUS,1970-1971,4,5,4,22,12*,22.00,0,0,1
JR Thomson,AUS,1972-1985,51,73,20,679,49,12.81,0,0,14
K Thomson,NZ,1968-1968,2,4,1,94,69,31.33,0,1,1
NFD Thomson,AUS,1877-1877,2,4,0,67,41,16.75,0,0,0
NI Thomson,ENG,1964-1965,5,4,1,69,39,23.00,0,0,1
SA Thomson,NZ,1990-1995,19,35,4,958,120*,30.90,1,5,3
G Thornton,SA,1902-1902,1,1,1,1,1*,-,0,0,0
GP Thorpe,ENG,1993-2005,100,179,28,6744,200*,44.66,16,39,12
HM Thurlow,AUS,1932-1932,1,1,0,0,0,0.00,0,0,1
T Thushara,SL,2003-2010,10,14,3,94,15*,8.54,0,0,3
BM Tickner,NZ,2023-2023,3,3,2,13,8,13.00,0,0,0
HP Tillakaratne,SL,1989-2004,83,131,25,4545,204*,42.87,11,20,9
EWT Tindill,NZ,1937-1947,5,9,1,73,37*,9.12,0,0,1
DT Tiripano,ZIM,2014-2023,16,31,7,531,95,22.12,0,2,5
FJ Titmus,ENG,1955-1975,53,76,11,1449,84*,22.29,0,10,4
RW Tolchard,ENG,1977-1977,4,7,2,129,67,25.80,0,1,1
DS Tomlinson,SA,1935-1935,1,1,0,9,9,9.00,0,0,0
GC Tonge,WI,2009-2009,1,2,1,25,23*,25.00,0,0,0
PM Toohey,AUS,1977-1980,15,29,1,893,122,31.89,1,7,3
ERH Toshack,AUS,1946-1948,12,11,6,73,20*,14.60,0,0,1
CL Townsend,ENG,1899-1899,2,3,0,51,38,17.00,0,0,0
DCH Townsend,ENG,1935-1935,3,6,0,77,36,12.83,0,0,0
LF Townsend,ENG,1930-1934,4,6,0,97,40,16.16,0,0,0
AJ Traicos,SA/ZIM,1970-1993,7,10,4,19,5*,3.16,0,0,2
JPF Travers,AUS,1902-1902,1,2,0,10,9,5.00,0,0,0
JC Tredwell,ENG,2010-2015,2,2,0,45,37,22.50,0,0,0
CT Tremlett,ENG,2007-2013,12,15,4,113,25*,10.27,0,0,3
MF Tremlett,ENG,1948-1948,3,5,2,20,18*,6.66,0,0,2
ME Trescothick,ENG,2000-2006,76,143,10,5825,219,43.79,14,29,12
GE Tribe,AUS,1946-1947,3,3,1,35,25*,17.50,0,0,0
J Trim,WI,1948-1952,4,5,1,21,12,5.25,0,0,2
PHJ Trimborn,SA,1967-1970,4,4,2,13,11*,6.50,0,0,1
AE Trott,AUS/ENG,1895-1899,5,9,3,228,85*,38.00,0,2,2
GHS Trott,AUS,1888-1898,24,42,0,921,143,21.92,1,4,7
IJL Trott,ENG,2009-2015,52,93,6,3835,226,44.08,9,19,8
GB Troup,NZ,1976-1986,15,18,6,55,13*,4.58,0,0,7
FS Trueman,ENG,1952-1965,67,85,14,981,39*,13.81,0,0,11
H Trumble,AUS,1890-1904,32,57,14,851,70,19.79,0,4,7
JW Trumble,AUS,1885-1886,7,13,1,243,59,20.25,0,1,1
VT Trumper,AUS,1899-1912,48,89,8,3163,214*,39.04,8,13,7
PB Truscott,NZ,1965-1965,1,2,0,29,26,14.50,0,0,0
CK Tshuma,ZIM,2020-2020,1,2,0,3,3,1.50,0,0,1
TE Tsiga,ZIM,2023-2023,2,4,1,28,24*,9.33,0,0,1
TL Tsolekile,SA,2004-2004,3,5,0,47,22,9.40,0,0,1
LL Tsotsobe,SA,2010-2011,5,5,2,19,8*,6.33,0,0,2
LJ Tucker,IRE,2023-2023,3,6,0,289,108,48.16,1,1,0
L Tuckett,SA,1947-1949,9,14,3,131,40*,11.90,0,0,3
LR Tuckett,SA,1914-1914,1,2,1,0,0*,0.00,0,0,1
AJ Tudor,ENG,1998-2002,10,16,4,229,99*,19.08,0,1,2
DR Tuffey,NZ,2000-2010,26,36,10,427,80*,16.42,0,1,6
NC Tufnell,ENG,1910-1910,1,1,0,14,14,14.00,0,0,0
PCR Tufnell,ENG,1990-2001,42,59,29,153,22*,5.10,0,0,15
MJL Turnbull,ENG,1930-1936,9,13,2,224,61,20.36,0,1,1
A Turner,AUS,1975-1977,14,27,1,768,136,29.53,1,3,2
CTB Turner,AUS,1887-1895,17,32,4,323,29,11.53,0,0,6
GM Turner,NZ,1969-1983,41,73,6,2991,259,44.64,7,14,1
Tushar Imran,BAN,2002-2007,5,10,0,89,28,8.90,0,0,3
PS Twentyman-Jones,SA,1902-1902,1,2,0,0,0,0.00,0,0,2
RG Twose,NZ,1995-1999,16,27,2,628,94,25.12,0,6,5
GE Tyldesley,ENG,1921-1929,14,20,2,990,122,55.00,3,6,2
JT Tyldesley,ENG,1899-1909,31,55,1,1661,138,30.75,4,9,4
RK Tyldesley,ENG,1924-1930,7,7,1,47,29,7.83,0,0,1
EFS Tylecote,ENG,1882-1886,6,9,1,152,66,19.00,0,1,4
EJ Tyler,ENG,1896-1896,1,1,0,0,0,0.00,0,0,1
FH Tyson,ENG,1954-1959,17,24,3,230,37*,10.95,0,0,3
SD Udal,ENG,2005-2006,4,7,1,109,33*,18.16,0,0,1
ML Udawatte,SL,2018-2018,2,4,0,23,19,5.75,0,0,2
G Ulyett,ENG,1877-1890,25,39,0,949,149,24.33,1,7,6
Umar Akmal,PAK,2009-2011,16,30,2,1003,129,35.82,1,6,1
Umar Amin,PAK,2010-2010,4,8,0,99,33,12.37,0,0,1
Umar Gul,PAK,2003-2013,47,67,9,577,65*,9.94,0,1,15
PR Umrigar,IND,1948-1962,59,94,8,3631,223,42.22,12,14,5
JD Unadkat,IND,2010-2022,2,4,2,29,14*,14.50,0,0,0
DL Underwood,ENG,1966-1982,86,116,35,937,45*,11.56,0,0,19
KEA Upashantha,SL,1999-2002,2,3,0,10,6,3.33,0,0,0
Usman Salahuddin,PAK,2018-2018,1,2,0,37,33,18.50,0,0,0
Usman Shinwari,PAK,2019-2019,1,-,-,-,-,-,-,-,-
P Utseya,ZIM,2004-2013,4,8,1,107,45,15.28,0,0,2
WPUJC Vaas,SL,1994-2009,111,162,35,3089,100*,24.32,1,13,12
AL Valentine,WI,1950-1962,36,51,21,141,14,4.70,0,0,12
BH Valentine,ENG,1933-1939,7,9,2,454,136,64.85,2,1,0
VA Valentine,WI,1933-1933,2,4,1,35,19*,11.66,0,0,1
RH Vance,NZ,1988-1989,4,7,0,207,68,29.57,0,1,0
PGV van der Bijl,SA,1938-1939,5,9,0,460,125,51.11,1,2,0
HE van der Dussen,SA,2019-2022,18,32,2,905,98,30.16,0,6,3
EA van der Merwe,SA,1929-1936,2,4,1,27,19,9.00,0,0,1
PL van der Merwe,SA,1963-1967,15,23,2,533,76,25.38,0,3,3
JDF Vandersay,SL,2022-2022,1,2,0,14,8,7.00,0,0,0
MG Vandort,SL,2001-2008,20,33,2,1144,140,36.90,4,4,3
M van Jaarsveld,SA,2002-2004,9,15,2,397,73,30.53,0,3,0
CB van Ryneveld,SA,1951-1958,19,33,6,724,83,26.81,0,3,2
CFK van Wyk,NZ,2012-2012,9,17,1,341,71,21.31,0,1,3
S van Zyl,SA,2014-2016,12,17,2,395,101*,26.33,1,0,2
GD Varnals,SA,1964-1965,3,6,0,97,23,16.16,0,0,0
JTC Vaughan,NZ,1992-1997,6,12,1,201,44,18.27,0,0,0
MP Vaughan,ENG,1999-2008,82,147,9,5719,197,41.44,18,18,9
TR Veivers,AUS,1963-1967,21,30,4,813,88,31.26,0,7,3
MRJ Veletta,AUS,1987-1990,8,11,0,207,39,18.81,0,0,0
DB Vengsarkar,IND,1976-1992,116,185,22,6868,166,42.13,17,35,15
S Venkataraghavan,IND,1965-1983,57,76,12,748,64,11.68,0,2,13
M Venkataramana,IND,1989-1989,1,2,2,0,0*,-,0,0,0
H Verity,ENG,1931-1939,40,44,12,669,66*,20.90,0,3,4
MA Vermeulen,ZIM,2002-2014,9,18,0,449,118,24.94,1,2,3
GF Vernon,ENG,1882-1883,1,2,1,14,11*,14.00,0,0,0
K Verreynne,SA,2021-2023,14,23,3,572,136*,28.60,1,2,3
DL Vettori,ICC/NZ,1997-2014,113,174,23,4531,140,30.00,6,23,20
GH Vihari,IND,2018-2022,16,28,3,839,111,33.56,1,5,1
M Vijay,IND,2008-2018,61,105,1,3982,167,38.28,12,15,8
R Vijay Bharadwaj,IND,1999-2000,3,3,0,28,22,9.33,0,0,1
DJ Vilas,SA,2015-2016,6,9,0,94,26,10.44,0,0,0
DP Viljoen,ZIM,1998-2000,2,4,0,57,38,14.25,0,0,2
GC Viljoen,SA,2016-2016,1,2,1,26,20*,26.00,0,0,0
KG Viljoen,SA,1930-1949,27,50,2,1365,124,28.43,2,9,5
R Vinay Kumar,IND,2012-2012,1,2,0,11,6,5.50,0,0,0
JM Vince,ENG,2016-2018,13,22,0,548,83,24.90,0,3,2
CL Vincent,SA,1927-1935,25,38,12,526,60,20.23,0,2,4
L Vincent,NZ,2001-2007,23,40,1,1332,224,34.15,3,9,4
J Vine,ENG,1912-1912,2,3,2,46,36,46.00,0,0,0
CH Vintcent,SA,1889-1892,3,6,0,26,9,4.33,0,0,1
GR Viswanath,IND,1969-1983,91,155,10,6080,222,41.93,14,35,10
S Viswanath,IND,1985-1985,3,5,0,31,20,6.20,0,0,2
KDK Vithanage,SL,2013-2015,10,16,2,370,103*,26.42,1,1,1
BV Vitori,ZIM,2011-2013,4,7,2,52,19*,10.40,0,0,2
GE Vivian,NZ,1965-1972,5,6,0,110,43,18.33,0,0,1
HG Vivian,NZ,1931-1937,7,10,0,421,100,42.10,1,5,0
Vizianagram,IND,1936-1936,3,6,2,33,19*,8.25,0,0,0
W Voce,ENG,1930-1947,27,38,15,308,66,13.39,0,1,6
AC Voges,AUS,2015-2016,20,31,7,1485,269*,61.87,5,4,2
AEE Vogler,SA,1906-1911,15,26,6,340,65,17.00,0,2,4
A Waddington,ENG,1920-1921,2,4,0,16,7,4.00,0,0,1
HF Wade,SA,1935-1936,10,18,2,327,40*,20.43,0,0,4
MS Wade,AUS,2012-2021,36,63,9,1613,117,29.87,4,5,3
WW Wade,SA,1938-1950,11,19,1,511,125,28.38,1,3,3
AL Wadekar,IND,1966-1974,37,71,3,2113,143,31.07,1,14,7
KJ Wadsworth,NZ,1969-1976,33,51,4,1010,80,21.48,0,5,5
Wafadar Momand,AFG,2018-2019,2,3,1,12,6*,6.00,0,0,1
N Wagner,NZ,2012-2023,63,83,24,842,66*,14.27,0,1,17
Wahab Riaz,PAK,2010-2018,27,41,5,306,39,8.50,0,0,9
E Wainwright,ENG,1893-1898,5,9,0,132,49,14.66,0,0,0
JHB Waite,SA,1951-1965,50,86,7,2405,134,30.44,4,16,9
MG Waite,AUS,1938-1938,2,3,0,11,8,3.66,0,0,1
Wajahatullah Wasti,PAK,1999-2000,6,10,1,329,133,36.55,2,0,0
CL Walcott,WI,1948-1960,44,74,7,3798,220,56.68,15,14,1
LA Walcott,WI,1930-1930,1,2,1,40,24,40.00,0,0,0
BGK Walker,NZ,2000-2002,5,8,2,118,27*,19.66,0,0,1
MHN Walker,AUS,1972-1977,34,43,13,586,78*,19.53,0,1,5
PM Walker,ENG,1960-1960,3,4,0,128,52,32.00,0,1,0
TW Wall,AUS,1929-1934,18,24,5,121,20,6.36,0,0,5
PA Wallace,WI,1997-1999,7,13,0,279,92,21.46,0,2,1
WM Wallace,NZ,1937-1953,13,21,0,439,66,20.90,0,5,0
AC Waller,ZIM,1996-1996,2,3,0,69,50,23.00,0,1,0
MN Waller,ZIM,2011-2017,14,28,1,577,72*,21.37,0,4,4
KP Walmsley,NZ,1995-2000,3,5,0,13,5,2.60,0,0,2
CA Walsh,WI,1984-2001,132,185,61,936,30*,7.54,0,0,43
KA Walter,SA,1961-1961,2,3,0,11,10,3.66,0,0,1
CF Walters,ENG,1933-1934,11,18,3,784,102,52.26,1,7,0
FH Walters,AUS,1885-1885,1,2,0,12,7,6.00,0,0,0
KD Walters,AUS,1965-1981,74,125,14,5357,250,48.26,15,33,4
CAK Walton,WI,2009-2009,2,4,0,13,10,3.25,0,0,1
Waqar Hasan,PAK,1952-1959,21,35,1,1071,189,31.50,1,6,0
Waqar Salamkheil,AFG,2019-2019,1,1,1,1,1*,-,0,0,0
Waqar Younis,PAK,1989-2003,87,120,21,1010,45,10.20,0,0,21
A Ward,ENG,1893-1895,7,13,0,487,117,37.46,1,3,1
A Ward,ENG,1969-1976,5,6,1,40,21,8.00,0,0,4
FA Ward,AUS,1936-1938,4,8,2,36,18,6.00,0,0,2
IJ Ward,ENG,2001-2001,5,9,1,129,39,16.12,0,0,1
JT Ward,NZ,1964-1968,8,12,6,75,35*,12.50,0,0,2
TA Ward,SA,1912-1924,23,42,9,459,64,13.90,0,2,5
JH Wardle,ENG,1948-1957,28,41,8,653,66,19.78,0,2,5
B Warnapura,SL,1982-1982,4,8,0,96,38,12.00,0,0,1
SM Warnapura,SL,2007-2009,14,24,1,821,120,35.69,2,7,5
KPJ Warnaweera,SL,1986-1994,10,12,3,39,20,4.33,0,0,3
SK Warne,AUS,1992-2007,145,199,17,3154,99,17.32,0,12,34
DA Warner,AUS,2011-2023,103,187,8,8158,335*,45.57,25,34,12
PF Warner,ENG,1899-1912,15,28,2,622,132*,23.92,1,3,4
JJ Warr,ENG,1951-1951,2,4,0,4,4,1.00,0,0,3
A Warren,ENG,1905-1905,1,1,0,7,7,7.00,0,0,0
JA Warrican,WI,2015-2021,13,23,9,163,41,11.64,0,0,1
C Washbrook,ENG,1937-1956,37,66,6,2569,195,42.81,6,12,2
DM Washington,WI,2005-2005,1,1,1,7,7*,-,0,0,0
Washington Sundar,IND,2021-2021,4,6,2,265,96*,66.25,0,3,2
Wasim Akram,PAK,1985-2002,104,147,19,2898,257*,22.64,3,7,17
Wasim Bari,PAK,1967-1984,81,112,26,1366,85,15.88,0,6,19
